Date,Close,High,Low,Open,Volume
2024-10-16,63.247283935546875,63.43432110846623,62.410550941966825,62.449923829014274,20208800
2024-10-17,62.971656799316406,64.15292605901556,62.77477733764542,63.719798002633496,13439600
2024-10-18,61.86913299560547,63.11931700746708,61.75100682128001,63.11931700746708,13841200
2024-10-21,60.865055084228516,61.92819816703263,60.7666134759926,61.81007199231293,12188500
2024-10-22,62.56805419921875,62.69602265456593,60.34332271566282,60.62879774096958,14347300
2024-10-23,62.115234375,62.636965534134745,61.642725899771904,62.19398766511979,8720500
2024-10-24,62.01679611206055,62.31211343775194,61.41631542189538,62.0266383956794,11420300
2024-10-25,60.796142578125,62.74524506622093,60.727235331644806,62.65664949858021,9697800
2024-10-28,63.158695220947266,63.34572489271295,61.2489692868599,61.37693774757609,14637700
2024-10-29,63.680419921875,63.91667226641679,62.83384088441306,63.07009322895485,13134100
2024-10-30,63.49338150024414,64.21199206827892,63.138999235230614,63.19806044262404,11717600
2024-10-31,63.16853332519531,64.00526635419621,63.08978003744003,63.55244621509368,10042800
2024-11-01,62.71571350097656,63.798544926904235,62.696025178938896,63.32604021865398,11557700
2024-11-04,61.92121505737305,63.19241502267223,61.80204136291056,62.55681693425436,9419600
2024-11-05,63.23213577270508,63.30165786389288,62.2986015729317,62.5667452213531,12649800
2024-11-06,68.5552749633789,69.6079828494422,67.8203661133117,67.92961024227223,41957700
2024-11-07,67.6416015625,68.47582116450249,67.29401006166563,67.73097898688893,18582000
2024-11-08,68.15802764892578,68.65458914081431,67.62174032845492,68.24741265746779,14973300
2024-11-11,69.31998443603516,69.71722755160128,68.72410460883246,69.0220445224338,19173100
2024-11-12,68.54534149169922,69.50867194887536,68.39637911331253,69.05183630899397,15766500
2024-11-13,68.4162368774414,69.3100490146185,68.33678522593088,68.59499930487682,10525300
2024-11-14,67.68132781982422,68.823420681506,67.00600393806751,68.823420681506,15043500
2024-11-15,68.2871322631836,68.48575381106821,67.42311261834016,67.5323567427546,15372900
2024-11-18,68.52548217773438,68.80355538585749,67.89981745945735,68.20768314317557,11519700
2024-11-19,68.12823486328125,68.41624143650394,67.23442266654307,67.53236259109813,14428200
2024-11-20,67.81043243408203,69.01211026990256,67.53235922604775,68.6645187598597,10495600
2024-11-21,68.47582244873047,68.99225061130669,67.93954273848634,68.3268600719552,11390300
2024-11-22,69.35970306396484,69.71722793146378,67.97926277214881,68.43610599600719,16671600
2024-11-25,70.2634506225586,70.70042715705404,69.54840086681222,69.95558492430607,19558100
2024-11-26,69.27032470703125,69.9953077833325,68.85321489284917,69.87613030345476,11605200
2024-11-27,69.67750549316406,69.91585286486155,69.18094404892062,69.29018059588195,9736100
2024-11-29,70.38262176513672,70.60110243576959,69.73709037287354,69.78674197109297,8606500
2024-12-02,70.8990478515625,71.15726194395239,70.39255301797036,70.76994459383101,11932600
2024-12-03,70.92884063720703,72.2993551838475,70.77987067645128,71.69354956652059,17544200
2024-12-04,71.00829315185547,71.22678142001566,70.01517017071065,71.00829315185547,12331900
2024-12-05,71.7332763671875,72.34900776716741,71.14732986745028,71.33602565876132,14307600
2024-12-06,71.65382385253906,72.10072615859045,71.21684732080743,71.81271958785159,8781100
2024-12-09,71.36581420898438,72.29935218587839,71.34594750734637,71.80279072190099,11957500
2024-12-10,72.00141143798828,72.87535687671443,71.0877401733755,71.50484997979525,16833400
2024-12-11,71.46512603759766,72.75618889370017,70.77986878261267,72.49797480709432,22533600
2024-12-12,70.93877410888672,71.83258629801183,70.91891498331815,71.36581728941722,8893000
2024-12-13,70.52165985107422,71.41547198407086,70.27337912395996,71.21684285622355,9819900
2024-12-16,70.99835968017578,71.27643290211672,70.34290245373313,70.77987141238589,11833800
2024-12-17,70.63090515136719,70.85931918103076,70.31310611845471,70.41241689556612,12639000
2024-12-18,67.65153503417969,70.978495251424,67.4529059069713,70.69048869966667,18028000
2024-12-19,67.94947052001953,69.35970329262176,67.8501597402595,68.73403856089939,13464300
2024-12-20,68.71417999267578,69.77682125626764,67.56215372272662,67.8203678137371,27720100
2024-12-23,69.2901840209961,69.39942815028385,68.3963794387169,68.88300755659084,8248000
2024-12-24,70.51172637939453,70.72028128058128,69.45901852285384,69.6179142479324,6544900
2024-12-26,70.85932159423828,70.97849907698668,70.02510194578008,70.05489442223546,6341700
2024-12-27,70.51172637939453,71.03808030766487,70.05489075151976,70.37268977860336,7743100
2024-12-30,69.90592193603516,70.34289844672303,69.31004969768681,69.69736703145956,6664400
2024-12-31,69.90592193603516,70.47200169900509,69.66757455608114,70.06482524062224,6393000
2025-01-02,69.45902252197266,70.67063375027716,69.17101595320135,70.45214548590397,9827400
2025-01-03,70.51172637939453,70.60110380407751,69.3696335212444,70.39254890289075,11342900
2025-01-06,72.23976135253906,73.4811650416042,71.3856750083081,71.73327410278779,19199700
2025-01-07,73.17330169677734,73.77910732261333,72.23976366806082,73.39178996536437,18309400
2025-01-08,72.75618743896484,72.96474234350187,72.19010767609961,72.94487564196886,13742800
2025-01-10,70.90898132324219,71.96168924311196,70.53158974674024,71.96168924311196,13217700
2025-01-13,72.2695541381836,72.49797575179734,70.49187071552693,70.49187071552693,16720600
2025-01-14,72.99453735351562,73.48116548099954,72.63701248277283,72.81577491814423,19576000
2025-01-15,77.73172760009766,78.70499139536436,75.33830530334454,75.675963459157,44903000
2025-01-16,77.97008514404297,78.21836588223717,77.2252429294604,77.29476123307771,21463100
2025-01-17,79.43990325927734,79.89673891055588,77.62249400527901,78.00981135260054,22084800
2025-01-21,81.10834503173828,81.28710745594961,79.37037996515507,79.87687476324156,21297400
2025-01-22,81.12821197509766,81.71415084808586,80.6713763511764,80.9097237251948,14725700
2025-01-23,81.41622161865234,82.20078207031519,81.23745918711388,81.43608074352254,14435200
2025-01-24,80.91966247558594,81.55526056666685,80.78061828979301,80.92958824984285,16025200
2025-01-27,80.5124740600586,80.85013978966771,79.66832110142558,80.19467503174052,12782800
2025-01-28,79.39025115966797,80.84020975948322,78.93341551125441,80.66144732515384,16521700
2025-01-29,80.07550048828125,81.0388309591719,79.33065827803716,79.33065827803716,10573000
2025-01-30,81.29704284667969,82.0518183875057,80.433023178487,80.73096308529182,10775500
2025-01-31,80.87000274658203,81.77374069806464,80.51247787566476,81.12821683711715,12821400
2025-02-03,79.61000061035156,79.91000366210938,76.88999938964844,78.5,20998500
2025-02-04,78.4800033569336,80.23999786376953,78.36000061035156,80.11000061035156,13417700
2025-02-05,79.45999908447266,79.5999984741211,78.20999908447266,79.04000091552734,10736100
2025-02-06,82.33000183105469,82.5,79.93000030517578,80.23999786376953,19545700
2025-02-07,81.72000122070312,82.91000366210938,81.3499984741211,82.43000030517578,10310300
2025-02-10,80.7300033569336,81.81999969482422,80.06999969482422,81.62999725341797,10681600
2025-02-11,81.11000061035156,81.52999877929688,80.22000122070312,80.45999908447266,9993800
2025-02-12,81.2699966430664,81.29000091552734,80.01000213623047,80.16999816894531,10448100
2025-02-13,82.0999984741211,82.12999725341797,80.77999877929688,81.4000015258789,11108400
2025-02-14,84.61000061035156,84.66999816894531,82.2300033569336,82.41000366210938,16035000
2025-02-18,84.62999725341797,84.73999786376953,83.55000305175781,83.94000244140625,17907000
2025-02-19,83.94000244140625,84.2300033569336,83.44999694824219,84.05999755859375,9710800
2025-02-20,81.33999633789062,84.05999755859375,80.94000244140625,83.83999633789062,15160300
2025-02-21,79.6500015258789,81.91000366210938,79.61000061035156,81.80000305175781,14907800
2025-02-24,78.54000091552734,80.69000244140625,77.06999969482422,80.22000122070312,12830000
2025-02-25,78.13999938964844,79.56999969482422,76.45999908447266,79.18000030517578,14501400
2025-02-26,79.06999969482422,80.08999633789062,78.47000122070312,78.80000305175781,13115000
2025-02-27,78.87000274658203,80.37000274658203,78.66000366210938,79.55999755859375,8485900
2025-02-28,79.94999694824219,79.97000122070312,77.61000061035156,79.22000122070312,21233600
2025-03-03,77.16999816894531,80.43000030517578,76.25,80.0,20121100
2025-03-04,72.3499984741211,74.86000061035156,70.62999725341797,74.54000091552734,33983900
2025-03-05,72.95999908447266,73.52999877929688,71.69999694824219,72.5999984741211,17214200
2025-03-06,70.58000183105469,72.38999938964844,70.04000091552734,71.80999755859375,18550800
2025-03-07,70.45999908447266,70.73999786376953,68.06999969482422,70.18000030517578,18212900
2025-03-10,67.41000366210938,68.7300033569336,66.05000305175781,68.48999786376953,22378400
2025-03-11,67.5,68.47000122070312,66.16999816894531,67.29000091552734,21269200
2025-03-12,67.94999694824219,69.11000061035156,66.87000274658203,68.79000091552734,16131100
2025-03-13,67.2300033569336,69.13999938964844,66.7300033569336,68.4000015258789,17125200
2025-03-14,68.77999877929688,69.0,67.58000183105469,67.97000122070312,12727300
2025-03-17,69.94000244140625,70.36000061035156,68.68000030517578,68.88999938964844,12531700
2025-03-18,70.22000122070312,70.48999786376953,69.58999633789062,69.97000122070312,12289900
2025-03-19,71.44000244140625,72.18000030517578,69.66999816894531,70.36000061035156,14400600
2025-03-20,71.81999969482422,72.9800033569336,70.54000091552734,70.9800033569336,15315600
2025-03-21,71.9800033569336,72.25,70.7699966430664,71.27999877929688,21724000
2025-03-24,74.04000091552734,74.3499984741211,72.66999816894531,73.26000213623047,15310600
