Date,Close,High,Low,Open,Volume
2024-11-01,163.74960327148438,167.34292378602075,162.08965198404752,163.17350507220394,1433600
2024-11-04,168.1045379638672,168.1045379638672,163.75936681486405,164.60886800035811,1215900
2024-11-05,170.28201293945312,170.28201293945312,166.90351124736412,166.97186945672357,894600
2024-11-06,169.5203857421875,174.50025440710317,167.34292053507482,172.14702159214684,1967000
2024-11-07,171.6099853515625,172.79148881922703,169.70592306010624,169.99885915864158,1278200
2024-11-08,174.80294799804688,175.23258559188298,172.11772793591902,172.11772793591902,972000
2024-11-11,177.06829833984375,177.57605323955457,174.29520178642443,174.62718907112634,1491200
2024-11-12,174.02178955078125,178.53295447336035,173.96320531532143,176.92182840082432,1516500
2024-11-13,174.94940185546875,176.92182214248186,174.29518641706306,175.1544615716722,1197200
2024-11-14,174.1096649169922,176.5312409981399,173.68980129901175,174.98847314195103,1187600
2024-11-15,176.02349853515625,176.58983763228488,172.34230185349378,173.78743426379077,1127500
2024-11-18,176.58984375,176.99994830364258,175.02752791763476,175.02752791763476,1125600
2024-11-19,176.9413604736328,177.4491004443935,174.90058192045882,175.54503830567168,1160400
2024-11-20,176.6484375,177.04878300226517,175.13494674951258,176.19926683171613,1139300
2024-11-21,177.5174560546875,178.45483360187703,176.04301662832967,176.70700604865743,883800
2024-11-22,176.8730010986328,179.62657932671797,176.39453834925237,178.7673041521074,1836500
2024-11-25,175.86727905273438,178.59155047655767,175.82822785963728,177.84945861292252,4564900
2024-11-26,179.13836669921875,179.6070555006318,175.75010588829147,176.33596316522068,1358500
2024-11-27,179.42152404785156,181.61852230149873,178.88447705042375,178.94306128662535,903000
2024-11-29,179.2750701904297,181.61852912259474,179.2750701904297,180.36868237219358,1291400
2024-12-02,177.0975799560547,178.85518150516347,176.49218966110797,178.84542243243285,1687800
2024-12-03,176.37501525878906,178.52318823573853,175.19351192682592,178.4157788419237,1651400
2024-12-04,177.23426818847656,177.3319185058551,175.06656225692234,177.02922338106677,1128400
2024-12-05,177.5955810546875,178.4939074511947,176.1211415642267,176.3847855293005,1209300
2024-12-06,179.5093994140625,179.6461009308964,177.8299151219045,178.68919031305916,1419400
2024-12-09,179.87486267089844,180.59589875239504,178.07719331497802,179.42050187683316,1638400
2024-12-10,177.03021240234375,179.15383337259496,175.98322474728025,179.15383337259496,1925500
2024-12-11,174.46212768554688,177.6524798990089,173.87935762570243,177.03020741262884,1777000
2024-12-12,175.02513122558594,177.6426154701608,174.363356285066,174.46213496278966,1509100
2024-12-13,177.3956756591797,177.61297668293344,174.0571554501533,175.489355781978,1462400
2024-12-16,179.6970672607422,180.5366407786046,176.62525244516317,177.14874626215655,1499700
2024-12-17,177.75125122070312,180.37859201467472,177.524063295114,178.15620759410467,1681100
2024-12-18,169.4049530029297,179.03528560557422,169.2963024937831,177.287020692273,1852100
2024-12-19,167.1825714111328,172.10145992212355,166.93563980171996,170.4717022570931,2057400
2024-12-20,169.5037384033203,172.00268514139748,168.23944974024212,168.96048583601882,4887000
2024-12-23,169.2765655517578,169.6420195191051,167.47889616008368,168.9012246740435,1388500
2024-12-24,171.22238159179688,171.32114519126992,168.41722709389947,168.79256795782086,441700
2024-12-26,171.66685485839844,172.259481667659,169.9975947966893,170.51121675525573,469900
2024-12-27,169.89881896972656,172.15083403992972,169.21730038839638,170.23465741258863,734400
2024-12-30,168.77281188964844,169.41484311821068,166.44177688963484,167.9826427952786,852000
2024-12-31,170.09637451171875,170.45195662806202,168.40735569121088,170.15563568585776,1376100
2025-01-02,171.40017700195312,172.10146944294593,169.47411335628303,170.38281992061172,1154500
2025-01-03,173.90899658203125,174.08678010185352,171.4890548156068,171.9137850099194,896900
2025-01-06,172.26937866210938,173.74108146870796,171.7952591011355,173.01017352068234,2050700
2025-01-07,172.03231811523438,174.53126488796713,171.03471980254392,172.6644624555401,2317800
2025-01-08,172.54592895507812,172.8422498923468,170.64949605667093,171.68661180135692,1319700
2025-01-10,168.86172485351562,172.69409332916098,168.01227948187326,170.24453589037066,2010300
2025-01-13,170.67913818359375,170.9557003913417,167.7554611811739,168.54564537681523,1257000
2025-01-14,171.43968200683594,172.5656895231244,170.58034977254354,171.5088150190726,1067900
2025-01-15,169.6420135498047,174.76831610869004,168.77280947263455,174.44236457975123,1204400
2025-01-16,170.59024047851562,171.03471436324202,168.6444181814933,169.90870682189743,1195800
2025-01-17,172.002685546875,173.56329516593385,170.42231717854688,171.36066937496594,1302400
2025-01-21,173.80035400390625,174.38310899636966,171.86440351673625,171.86440351673625,1078300
2025-01-22,170.77789306640625,173.31635721613944,170.48158719574488,173.31635721613944,1517100
2025-01-23,172.71385192871094,172.85213303227636,170.1260133884823,171.18287287898022,902100
2025-01-24,172.111328125,174.28432322762788,171.82489409559597,172.2002198853486,1050700
2025-01-27,174.53126525878906,174.73869445017053,172.15084083495918,172.47679238055292,1186100
2025-01-28,173.46450805664062,175.23254677828427,173.19783277626587,173.74107024692415,786600
2025-01-29,171.4989471435547,174.98562028208303,170.6297430507172,173.83985399088988,689200
2025-01-30,173.63243103027344,175.0745183203995,172.33851175483366,172.9706560982359,1093600
2025-01-31,171.7261199951172,174.9362309350967,171.00508391169828,173.71144471994572,1504200
2025-02-03,171.28164672851562,171.9434216391814,168.49625091467422,169.99759933358538,1306100
2025-02-04,171.22238159179688,171.52857437172887,169.27655933121898,169.27655933121898,1041100
2025-02-05,176.91168212890625,178.3340106047635,173.81022173019338,176.36842957611225,1998200
2025-02-06,177.95867919921875,179.2328548063847,175.6078853393229,179.1242042900489,1382900
2025-02-07,177.73150634765625,178.67971533441266,177.08947508868627,178.2945026076347,1082100
2025-02-10,178.34388732910156,178.7093412966704,176.5561048467107,178.55131651730883,1492000
2025-02-11,182.11700439453125,182.28491607942655,177.56358493916355,178.1265811683408,2155800
2025-02-12,181.62313842773438,182.16637590001739,178.72909218799248,178.72909218799248,1395300
2025-02-13,183.93441772460938,184.80362180931505,181.41571230388948,182.30467513729553,1355200
2025-02-14,182.77877807617188,185.8308491141903,182.71951690207584,184.5665604951113,998000
2025-02-18,183.75662231445312,184.70484633888702,182.66024535097154,183.12447798866705,1135200
2025-02-19,183.64796447753906,184.28999568799517,182.01822192697534,183.22324935486824,783100
2025-02-20,184.4184112548828,185.18883667658568,183.154107538963,183.154107538963,940600
2025-02-21,181.54412841796875,185.19871334704854,179.54891672615378,184.91227930186943,1367600
2025-02-24,182.38368225097656,183.8949025078486,181.61325682870884,182.15650938838724,1657000
2025-02-25,181.54412841796875,183.9640552580682,180.81320540354884,182.531854889153,1356700
2025-02-26,181.97872924804688,183.81590107490575,180.94161344600383,182.4133162323654,1078300
2025-02-27,180.33909606933594,183.81589737446023,180.2798348940996,182.76889468308326,954100
2025-02-28,183.80601501464844,183.9541830279169,180.07241016723233,181.42559060699404,2573100
2025-03-03,185.4752655029297,187.80630045147336,183.76650302039621,184.99127413253183,2047200
2025-03-04,181.3268280029297,185.54442426919863,180.48725447097462,185.22834456302402,2894800
2025-03-05,181.12928771972656,182.09725545541815,178.60071032848566,179.83536843526423,1772800
2025-03-06,172.39776611328125,179.40075802345652,172.1804801623869,178.94639722983712,1949500
2025-03-07,169.0,173.43488207212744,167.56778460405184,172.1804803441655,1898700
2025-03-10,165.2899932861328,169.4499969482422,164.07000732421875,168.25,2140500
2025-03-11,163.47999572753906,165.97000122070312,160.2899932861328,165.60000610351562,2565500
2025-03-12,165.8300018310547,167.38999938964844,164.0,164.4600067138672,2003000
2025-03-13,159.47999572753906,167.5399932861328,158.22000122070312,165.99000549316406,1832900
2025-03-14,161.2100067138672,161.22000122070312,158.7100067138672,160.89999389648438,1887500
2025-03-17,166.86000061035156,167.8000030517578,161.60000610351562,162.25,2279300
2025-03-18,164.8000030517578,168.08999633789062,164.55999755859375,166.55999755859375,1340200
2025-03-19,164.8000030517578,166.00999450683594,162.86000061035156,164.8000030517578,1674500
2025-03-20,164.4499969482422,165.5,162.1999969482422,164.6300048828125,1445800
2025-03-21,162.10000610351562,163.91000366210938,159.91000366210938,163.3000030517578,3094000
2025-03-24,166.1199951171875,166.42999267578125,161.69000244140625,162.5,1300500
